COLLECTION,Longitude,Latitude,MID.POINT,GENUS,SPECIES,ORDER,FAMILY,SUBCLASS,GROUP_GINTER,GROUP_GINTER2,TOOTH_PLATE,DUPLICATE,PERIOD,EARLIEST,MAX_DATE,LATEST,MIN_DATE,LAZARUS,FORMATION,CONTINENT.1,CONTINENT.2,CONTINENT.3,CONTINENT.4,CONTINENT.5,HEMISPHERE,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,SCALE_ONLY,FINSPINE_ONLY,TOOTH_ONLY,plng,plat
Saravai-427 borehole,23.7,55.2,388,Cheiracanthus,intricatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Kernave,Europe,X,X,X,,N,1,1,0,0,0,0,0,N,N,NA,-21.550850501335354,-9.835793855321745
Saravai-427 borehole,23.7,55.2,390.5,Markacanthus,costulatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Eifelian,387.7,N,Kernave,Europe,X,X,X,,N,1,1,1,0,0,0,0,Y,N,NA,-22.76042671094784,-9.928691143896625
Saravai-427 borehole,23.7,55.2,390.5,Nostolepis,kernavensis,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Eifelian,387.7,N,Kernave,Europe,X,X,X,,N,1,1,1,0,0,0,0,Y,N,NA,-22.76042671094784,-9.928691143896625
Saravai-427 borehole,23.7,55.2,390.5,Cheiracanthoides,proprius,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Eifelian,387.7,N,Kernave,Europe,X,X,X,,N,1,1,0,0,0,0,0,Y,N,NA,-22.76042671094784,-9.928691143896625
Saremboy-2 borehole,61.5,68.2,415,Pechoralepis,adzvensis,Incerti_ordinis,Acritolepidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Khatayakha,Europe,X,X,X,,N,0,1,1,1,1,0,0,Y,N,NA,-44.659430090910774,9.234447900435297
Sarpy County,-96.1,41.1,329.4,Peripristis,semicircularis,Petalodontiformes,Pristodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Stoner Limestone,North America,X,X,X,X,N,0,1,1,1,1,1,0,N,N,Y,-30.405448117364525,0.8378804593198338
Scat Craig,-3.3,57.6,377.45,Dendrodus,sp.,Incerti ordinis,Protodontidae,Stem,NA,Elasmobranchii,N,N,Devonian,Frasnian,382.7,Frasnian,372.2,N,,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,N,-30.146511308996597,-18.829442284761317
Scaumenac Bay,-66.4,48.1,377.45,Homalacanthus,concinnus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Frasnian,382.7,Frasnian,372.2,N,Escuminac,North America,X,X,X,,N,1,1,1,0,0,0,0,N,N,NA,-49.15115216413132,-28.33387825041134
Schildberg Constr. Co.,-95.9,41.3,311.1,Holmesella,sp.,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Moscovian,315.2,Moscovian,307,Y,Dennis,North America,X,X,X,X,N,0,0,0,0,0,1,1,N,N,N,-25.56941391109583,2.3641336854570882
Schugor River,59.5,65.8,294.5,Stethacanthulus,decorus,Symmoriiformes,Falcatidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,N,Permian,Asselian,298.9,Sakmarian,290.1,Y,Pseudofusulina urdalensis foraminifer Zone,North America,Asia,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,31.703091357810017,38.27717253302136
Schurf Wetteldorfer Richtschnitt,6.8,50.3,397.65,Eifellepis,werneri,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Devonian,Emsian,407.6,Eifelian,387.7,N,Heisdorf,Europe,X,X,X,,N,0,0,1,1,1,0,0,Y,N,NA,-30.690820767689907,-25.158770139599074
Schurf Wetteldorfer Richtschnitt,6.8,50.3,397.65,Eifellepis,werneri,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Eifelian,387.7,N,Lauch,Europe,X,X,X,,N,0,0,1,1,1,0,0,Y,N,NA,-30.690820767689907,-25.158770139599074
Schurf Wetteldorfer Richtschnitt,6.8,50.3,397.65,Wetteldorfia,triangula,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Eifelian,387.7,N,Lauch,Europe,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,NA,-30.690820767689907,-25.158770139599074
Schurf Wetteldorfer Richtschnitt,6.8,50.3,397.65,Pruemolepis,wellsi,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Eifelian,387.7,Y,Lauch,Europe,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,NA,-30.690820767689907,-25.158770139599074
Scioto quarry,-83.1,40,409.2,Deirolepis,carinatus,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Devonian,Pragian,410.8,Pragian,407.6,N,Ohio bone beds,North America,X,X,X,X,N,0,1,1,0,0,0,0,Y,N,N,-75.1685844823951,-37.22580640256394
section 1629,56.2,56.3,288.51,Synechodus,antiquus,Synechodontiformes,Palaeospinacidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Permian,Sakmarian,293.52,Artinskian,283.5,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,43.46198976636982,33.883205734199684
section 2018,57.1,51.4,286.425,Kungurodus,obliquus,Symmoriiformes,Incertae familiae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Permian,Asselian,298.9,Kungurian,273.95,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,49.329480530891665,32.73032088811304
section 962,57.7,55,288.51,Synechodus,antiquus,Synechodontiformes,Palaeospinacidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Permian,Sakmarian,293.52,Artinskian,283.5,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,45.32783131429502,33.9810794726123
Sed’yaga-3 borehole,59.2,68,415,Nobilesquama,longipostera,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Khatayakha,Europe,X,X,X,,N,0,1,1,1,1,0,0,Y,N,NA,-44.4418289222557,8.38027858979916
Sed’yaga-4 borehole,59.2,68,415,Pechoralepis,valentinae,Incerti_ordinis,Acritolepidae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Toravey,Europe,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,NA,-44.4418289222557,8.38027858979916
Sed’yaga-4 borehole,59.2,68,415,Nostolepis,terraborea,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Toravey,Europe,North America,X,X,X,N,0,1,1,1,1,0,0,Y,N,NA,-44.4418289222557,8.38027858979916
Sed’yaga-4 borehole,59.2,68,415,Nostolepis,parathleta,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Toravey,Europe,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,NA,-44.4418289222557,8.38027858979916
Sedalia,-93.2,38.7,352.8,Deltodus,chouteauensis,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,Chouteau Limestone,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,Y,-56.63544985193533,-20.836285762694768
Seripona village,-64.8,-18.5,359.05,Gyracanthus ,sp.,Incerti_ordinis,Gyracanthidae,Stem,NA,NA,N,Y,D - C,Lochkovian,419.2,Gzhelian,298.9,?,Catavi,Europe,North America,South America,X,X,N/S,1,1,0,0,0,0,0,N,Y,NA,-100.99520047833239,-58.87880276595794
Seripona village,-64.8,-18.5,406.25,Onchus,punctuatus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Catavi,South America,X,X,X,X,S,0,1,0,0,0,0,0,N,Y,NA,-95.05743409456316,-70.14652092488238
Seripona village,-64.8,-18.5,406.25,Gyracanthus,seriponensis,Incerti_ordinis,Gyracanthidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Catavi,South America,X,X,X,X,S,0,1,0,0,0,0,0,N,Y,NA,-95.05743409456316,-70.14652092488238
Seripona village,-64.8,-18.5,406.25,Gomphonchus,pluriformis,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Catavi,South America,X,X,X,X,S,0,1,0,0,0,0,0,N,N,NA,-95.05743409456316,-70.14652092488238
Seripona village,-64.8,-18.5,406.25,Nodonchus,rectus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Catavi,South America,X,X,X,X,S,0,1,0,0,0,0,0,N,Y,NA,-95.05743409456316,-70.14652092488238
Seripona village,-64.8,-18.5,406.25,Sinacanthus,boliviensis,Incerti_ordinis,Sinacanthidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Catavi,South America,X,X,X,X,S,0,1,0,0,0,0,0,N,Y,NA,-95.05743409456316,-70.14652092488238
Seripona village,-64.8,-18.5,406.25,Onchus,sicaeformis,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Catavi,South America,X,X,X,X,S,0,1,0,0,0,0,0,N,Y,NA,-95.05743409456316,-70.14652092488238
Seripona village,-64.8,-18.5,406.25,Antarctilamna,seriponensis,Antarctilamniformes,Antarctilamnidae,Stem,NA,Elasmobranchii,N,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Catavi,South America,X,X,X,X,S,0,1,0,0,0,0,0,N,Y,N,-95.05743409456316,-70.14652092488238
Seripona village,-64.8,-18.5,406.25,Climatius,enodiscosta,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Catavi,South America,X,X,X,,S,0,1,0,0,0,0,0,N,Y,NA,-95.05743409456316,-70.14652092488238
Seripona village,-64.8,-18.5,406.25,Bolivacanthus,sagitalis,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Devonian,Lochkovian,419.2,Emsian,393.3,N,Catavi,South America,X,X,X,X,S,0,1,0,0,0,0,0,N,Y,N,-95.05743409456316,-70.14652092488238
Seripona village,-64.8,-18.5,409.45,Onchus ,sp.,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,Y,Silurian,Ludfordian,425.6,Emsian,393.3,?,Catavi,Europe,South America,X,X,X,N/S,1,1,1,0,0,0,0,N,Y,NA,-82.89252184761241,-71.58999439298856
Sewickley Bridge,-80.2,40.5,311.05,Campodus,sp.,Eugeneodontiformes,Incertae familiae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,Y,Glenshaw,North America,X,X,X,X,N,0,0,1,1,1,1,0,N,N,Y,-15.501211631987351,-3.93905919226965
Sewickley Bridge,-80.2,40.5,311.05,Petalodus,alleghaniensis,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,N,Pine Creek limestone,North America,X,X,X,X,N,0,1,1,1,1,1,0,N,N,Y,-15.501211631987351,-3.93905919226965
Shahmirzad village,53.3,35.8,345.4,Lissodus,wirksworthensis,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Visean,330.9,N,Mobarak,Europe,Asia,X,X,X,N,0,0,0,1,1,0,0,N,N,Y,50.045065914293055,-34.248084398778694
Shahmirzad village,53.3,35.8,351.55,Thrinacodus,ferox,Phoebodontiformes,Phoebodontidae,Elasmobranchii,NA,Elasmobranchii,N,Y,D -C,Famennian,372.2,Visean,330.9,N,Mobarak,Europe,Asia,X,X,X,N,0,0,0,1,1,0,0,N,N,Y,50.38799047134114,-36.19592291595547
Shahmirzad village,53.3,35.8,352.8,Squatinactis,sp.,Squatinactiformes,Squatinactidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,Mobarak,Asia,X,X,X,X,N,0,0,0,1,1,0,0,N,N,Y,50.449658531335,-36.41474095631215
Shahmirzad village,53.3,35.8,352.8,Bransonella,cf. nebraskensis,Bransonelliformes,Incertae familiae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,Mobarak,Asia,X,X,X,X,N,0,0,0,1,1,0,0,N,N,Y,50.449658531335,-36.41474095631215
Shahmirzad village,53.3,35.8,352.8,Thrinacodus,bicuspidatus,Phoebodontiformes,Phoebodontidae,Elasmobranchii,NA,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,Mobarak,Asia,X,X,X,X,N,0,0,0,1,1,1,1,N,N,Y,50.449658531335,-36.41474095631215
Shahmirzad village,53.3,35.8,352.8,Denaea,sp.,Symmoriiformes,Falcatidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,Y,Mobarak,Asia,X,X,X,X,N,0,0,0,1,1,0,0,N,N,Y,50.449658531335,-36.41474095631215
Shahmirzad village,53.3,35.8,359.45,Protacrodus,sp.,Incerti ordinis,Protacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,D - C,Famennian,372.2,Tournaisian,346.7,N,Mobarak,Asia,Africa,X,X,X,N/S,0,0,0,1,1,1,1,N,N,Y,50.87961777253864,-37.557411803062045
Shaker Heights,-81.5,41.5,365.55,Tamiobatis?,vetustus,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,N,-57.84949419843838,-28.50271248073103
Shakh-Tau quarry,56.1,53.6,291.81,Shaktauites,seywi,Eugeneodontiformes,Helicoprionidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Permian,Sakmarian,293.52,Sakmarian,290.1,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,45.275289501816935,31.76284650382546
Shatterford,-2.3,52.4,416.9,Ischnacanthus,sp.,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,Y,S - D,Pridoli,423,Lochkovian,410.8,Y,Old Red Sandstone,Europe,North America,X,X,X,N,1,1,0,1,0,0,0,N,N,NA,-49.5476895366429,-23.81567454824523
Sheffield,-82.1,41.5,359.45,Mazodus ,kepleri,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,D - C,Famennian,372.2,Tournaisian,346.7,N,Cleveland Shale,North America,X,X,X,X,N,1,1,1,0,1,1,0,N,N,N,-54.5419111850452,-26.99432769379485
Sheffield,-82.1,41.5,365.55,Ctenacanthus,tumidus,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,Y,-58.261498253027625,-28.237167052518426
Sheffield,-82.1,41.5,365.55,Ctenacanthus,concinnus,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,Y,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,1,1,1,0,N,N,N,-58.261498253027625,-28.237167052518426
Sheffield Township,-82.1,41.5,365.55,Cladoselache,sp.,Symmoriiformes,Cladoselachidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,N,-58.261498253027625,-28.237167052518426
Shell Pine Unit No 1,-104.2,47,455.7,Tezakia,hardingensis,Altholepidiformes,Altholepididae,Stem,NA,?,NA,Y,Ordovician,Sandbian,458.4,Sandbian,453,N,Winnipeg,North America,X,X,X,X,N,0,1,1,0,0,0,0,Y,N,N,-122.67804339984595,0.2300606964940682
Shiells Quarry,-4.2,55.8,341.05,Pristodus,benniei,Petalodontiformes,Pristodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Limestones Series,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-1.6940935118423246,-3.961238177072392
Shire Moor,-1.5,55.1,311.05,Lophacanthus,tailori,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N,15.57686036930459,7.903972697636211
Shiyanpo section,103.7,25.4,423.3,Nostolepis,sinica,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Silurian,Gorstian,427.4,Pridoli,419.2,N,Yulongsi,Asia,X,X,X,X,N,0,1,1,1,0,0,0,Y,N,NA,87.73053789466641,-2.396549443448392
Sholokh-Sai,57.7,50.3,323.05,Denaea,sp.,Symmoriiformes,Falcatidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Carboniferous,Serpukhovian,330.9,Bashkirian,315.2,Y,,Asia,X,X,X,X,N,0,0,0,0,0,1,1,N,N,Y,43.158873467131905,24.62972479173815
Shropshire,-2.7,52.6,329.4,Ctenacanthus,major,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,11.343441980061932,1.0276815226112943
Shropshire,-2.7,52.6,338.8,Homacanthus,sp.,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,NA,2.7670057209105363,-4.663118576491656
Shropshire,-2.7,52.6,338.8,Helodus,appendiculatus,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,2.7670057209105363,-4.663118576491656
Shropshire,-2.7,52.6,341.05,Psephodus,dubius,Cochliodontiformes,Psephodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0.39575696275377403,-6.545499556369262
Shropshire,-2.7,52.6,341.05,Psammodus,salopiensis,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0.39575696275377403,-6.545499556369262
Shropshire,-2.7,52.6,341.05,Psephodus,salopiensis,Cochliodontiformes,Psephodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0.39575696275377403,-6.545499556369262
Shropshire,-2.7,52.6,345.4,Petalodus,flabellula,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Visean,330.9,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-4.741639787521196,-11.091625395716598
Shropshire,-2.7,52.6,345.4,Deltodus,rugosus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Visean,330.9,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-4.741639787521196,-11.091625395716598
Siberia,84.6,55.4,341.05,Helodus,derjawini,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Kuznetsk Basin,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,35.33633222108136,30.150164263784646
Siberia,84.6,55.4,341.05,Helodus,semenowi,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Kuznetsk Basin,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,35.33633222108136,30.150164263784646
Sikaza,56.7,53.6,351.55,Lissodus,sp.,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,D - C,Famennian,372.2,Visean,330.9,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,8.773581368742219,11.232912386868032
Sikaza,56.7,53.6,352.8,Protacrodus,aequalis,Incerti ordinis,Protacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,S. sulcata Zone,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,7.619410083560183,10.588592169505139
Sikaza,56.7,53.6,352.8,Protacrodus,aequalis,Incerti ordinis,Protacrodontidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,7.619410083560183,10.588592169505139
Sikaza,56.7,53.6,352.8,Mesodmodus,sp.,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,7.619410083560183,10.588592169505139
Sikaza,56.7,53.6,359.45,Thrinacodus,sp.,Phoebodontiformes,Phoebodontidae,Elasmobranchii,NA,Elasmobranchii,N,Y,D - C,Famennian,372.2,Tournaisian,346.7,N,S. sulcata Zone,Europe,Asia,Africa,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1.6389805680749676,6.949277244175519
Sikaza,56.7,53.6,359.45,Symmorium,sp.,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,D - C,Famennian,372.2,Tournaisian,346.7,Y,S. sulcata Zone,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1.6389805680749676,6.949277244175519
Sikaza,56.7,53.6,359.45,Thrinacodus,sp.,Phoebodontiformes,Phoebodontidae,Elasmobranchii,NA,Elasmobranchii,N,N,D - C,Famennian,372.2,Tournaisian,346.7,N,S. duplicata Zone,Europe,Asia,Africa,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1.6389805680749676,6.949277244175519
Sikaza,56.7,53.6,359.45,Symmorium,sp.,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,N,D - C,Famennian,372.2,Tournaisian,346.7,Y,S. duplicata Zone,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1.6389805680749676,6.949277244175519
Sikaza,56.7,53.6,359.45,Thrinacodus,sp.,Phoebodontiformes,Phoebodontidae,Elasmobranchii,NA,Elasmobranchii,N,Y,D - C,Famennian,372.2,Tournaisian,346.7,N,Late Pa. expansa Zone,Europe,Asia,Africa,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1.6389805680749676,6.949277244175519
Sikaza,56.7,53.6,359.45,Thrinacodus,sp.,Phoebodontiformes,Phoebodontidae,Elasmobranchii,NA,Elasmobranchii,N,Y,D - C,Famennian,372.2,Tournaisian,346.7,N,P. communis carina Zone,Europe,Asia,Africa,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,1.6389805680749676,6.949277244175519
Sikaza River,56.7,53.6,352.8,Adamantina,foliacea,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,Y,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,7.619410083560183,10.588592169505139
Simpson Park Range,-116.5,39.9,370.8,Persacanthus,simpsonensis,Ischnacanthiformes,Ischnacanthidae,Stem,NA,NA,N,N,Devonian,Frasnian,382.7,Famennian,358.9,N,Red Hill Beds,North America,X,X,X,X,N,0,0,1,1,1,0,0,N,N,NA,-79.60375581213547,-9.677398821163246
Siverskii,30.1,59.3,385.2,Cheiracanthus,flabellicostatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Givetian,387.7,Givetian,382.7,N,Aruküla Regional Stage,Europe,X,X,X,,N,1,0,0,0,0,0,0,Y,N,NA,-21.915874303816693,-5.049984149427625
Skinner's Run,-81.7,41.4,365.55,Phoebodus,politus,Phoebodontiformes,Phoebodontidae,Elasmobranchii,NA,Elasmobranchii,N,N,Devonian,Famennian,372.2,Famennian,358.9,N,Cleveland Shale,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,Y,-58.05437042751164,-28.495372669577726
Slippery Creek,-98.9,33.6,287.551,Orthacanthus,sp.,Xenacanthiformes,Diplodoselachidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,C - P,Bashkirian,323.2,Changhsingian,252,N,,Europe,North America,X,X,X,N,1,0,0,0,0,0,0,N,N,N,-29.290244045375157,2.2223909591230075
Smallthorn,-2.2,53.1,311.05,Listracanthus,wardi,Incerti ordinis,Listracanthidae,Elasmobranchii,Euselachii,Elasmobranchii,,Y,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,N,Gin-mine Coal,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,Y,N,N,16.010944973014883,5.90830837770928
Smeaton,55.5,30.1,318.95,Acanthodopsis,wardi,Acanthodiiformes,Acanthodidae,Stem,NA,NA,N,Y,Carboniferous,Serpukhovian,330.9,Moscovian,307,N,Coal Measures,Europe,X,X,X,,N,1,1,0,0,0,0,0,N,N,NA,52.97099025695836,-31.326194180774536
Smiths Branch,-90.9,37.7,352.8,Cochliodus,minimus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,Chouteau Limestone,North America,X,X,X,X,N,0,0,0,0,1,1,0,N,N,Y,-55.96353968930488,-22.805426864991055
Socorro County,-106.8,34.1,305.35,Campyloprion,cf. C. ivanovi,Eugeneodontiformes,Helicoprionidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Kasimovian,307,Kasimovian,303.7,N,Atrasado,North America,X,X,X,X,N,1,0,0,0,0,0,0,N,N,Y,-36.43464510758181,2.4506351517479015
