COLLECTION,Longitude,Latitude,MID.POINT,GENUS,SPECIES,ORDER,FAMILY,SUBCLASS,GROUP_GINTER,GROUP_GINTER2,TOOTH_PLATE,DUPLICATE,PERIOD,EARLIEST,MAX_DATE,LATEST,MIN_DATE,LAZARUS,FORMATION,CONTINENT.1,CONTINENT.2,CONTINENT.3,CONTINENT.4,CONTINENT.5,HEMISPHERE,BA_0,BA_1,BA_2,BA_3,BA_4,BA_5,BA_6,SCALE_ONLY,FINSPINE_ONLY,TOOTH_ONLY,plng,plat
Dalmeh,45.4,37,365.55,Dalmehodus,turnerae,Incerti ordinis,Incertae familiae,Stem,Euselachii,Elasmobranchii,N,N,Devonian,Famennian,372.2,Famennian,358.9,N,,Asia,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,43.507000637402,-40.69348984084609
Damascus,22,-33.3,405.05,Machaeracanthus,sp.,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,Y,S - D,Gorstian,427.4,Givetian,382.7,?,Gydo,Europe,North America,Asia,Africa,X,N/S,0,1,1,1,1,1,1,N,N,NA,170.98425247910603,-69.67242785547685
Danville,-87.6,40.1,305.35,Platyxystrodus,bellulus,Chondrenchelyiformes,Chondrenchelyidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Kasimovian,307,Kasimovian,303.7,N,,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-20.38354336034281,-0.9556826789915888
Danville,-87.6,40.1,311.1,Edestus,heinrichi,Eugeneodontiformes,Edestidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Moscovian ,315.2,Moscovian ,307,N,Carbondale,Europe,North America,X,X,X,N,0,1,0,0,0,0,0,N,N,N,-20.776056045238516,-1.882778343150378
Danville,-87.6,40.1,329.4,Listracanthus,hystrix,Incerti ordinis,Listracanthidae,Elasmobranchii,Euselachii,Elasmobranchii,,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,McLeansboro,North America,X,X,X,X,N,0,1,1,1,1,0,0,Y,N,N,-25.735983227286198,-3.7269146429886515
Danville,-87.6,40.1,329.4,Petrodus,buttersii,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,McLeansboro,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,Y,N,N,-25.735983227286198,-3.7269146429886515
Darlington,-1.6,54.5,275.401,Wodnika,althausii,Incerti ordinis,Sphenacanthidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Permian,Asselian,298.9,Changhsingian,252,N,Magnesian Limestone,Europe,X,X,X,X,N,0,1,1,1,0,1,1,N,N,N,20.16831726212332,16.940820795908564
Daugavpils-42 borehole,26.5,55.9,390.5,Cheiracanthus,talimae,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Eifelian,387.7,N,,Europe,X,X,X,,N,1,1,0,0,0,0,0,Y,N,NA,-22.50139814125799,-8.216143170081812
Dayong,110.5,29.1,435.6,Tarimacanthus,bachuensis,Sinacanthida,Sinacanthidae,Stem,NA,?,NA,Y,Silurian,Rhuddanian,443.8,Homerian,427.4,N,Rongxi,Asia,X,X,X,X,N,0,1,0,0,0,0,0,N,Y,N,75.92695961691608,-1.123375216880453
Dayong,110.5,29.1,435.6,Neosinacanthus,planispinatus,Sinacanthida,Sinacanthidae,Stem,NA,?,NA,Y,Silurian,Rhuddanian,443.8,Homerian,427.4,N,Rongxi,Asia,X,X,X,X,N,0,1,1,1,0,0,0,N,Y,N,75.92695961691608,-1.123375216880453
Dayong,110.5,29.1,438.6,Sinacanthus,sp.,Sinacanthida,Sinacanthidae,Stem,NA,?,NA,N,Silurian,Rhuddanian,443.8,Telychian,433.4,N,Rongxi,Asia,X,X,X,X,N,0,1,1,1,0,0,0,N,Y,N,75.04863114775446,-4.956923785148296
Dayong,110.5,29.1,438.6,Neosinacanthus,sp.,Sinacanthida,Sinacanthidae,Stem,NA,?,NA,Y,Silurian,Rhuddanian,443.8,Telychian,433.4,N,Rongxi,Asia,X,X,X,X,N,0,1,0,0,0,0,0,N,Y,N,75.04863114775446,-4.956923785148296
Decatur,-89,39.9,311.1,Edestus,vorax,Eugeneodontiformes,Edestidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Moscovian ,315.2,Moscovian ,307,N,Coal Measures,North America,X,X,X,X,N,0,1,0,0,0,0,0,N,N,N,-21.814397055289003,-1.5466766053829724
Dedridge,-3.5,55.9,341.05,Sphenacanthus,serrulatus,Incerti ordinis,Sphenacanthidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Broxburn Shales,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,N,-1.3711979570529174,-3.715034556624427
Dee Hollow,-87.3,39.7,307.05,Symmorium,reniforme,Symmoriiformes,Symmoriidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,Y,Carboniferous,Moscovian,315.2,Gzhelian,298.9,N,Linton,Europe,North America,X,X,X,N,0,1,0,0,0,0,0,N,N,N,-20.477662763807658,-1.6524069227396816
Delaware,-83.1,40.3,388,Machaeracanthus,major,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,?,Delaware limestone,North America,X,X,X,X,N,0,1,1,0,0,0,0,N,Y,NA,-69.04422690637168,-30.76391341615865
Delaware,-83.1,40.3,388,Machaeracanthus,major,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,?,Delaware limestone,North America,X,X,X,X,N,0,1,1,0,0,0,0,N,Y,NA,-69.04422690637168,-30.76391341615865
Delaware,-83.1,40.3,388,Machaeracanthus,major,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,?,Corniferous limestone,North America,X,X,X,X,N,0,1,1,0,0,0,0,N,Y,NA,-69.04422690637168,-30.76391341615865
Delaware,-83.1,40.3,388,Machaeracanthus,sulcatus,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,?,Delaware limestone,North America,X,X,X,X,N,0,1,1,0,0,0,0,N,Y,NA,-69.04422690637168,-30.76391341615865
Delaware,-83.1,40.3,388,Machaeracanthus,peracutus,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,N,Delaware limestone,North America,X,X,X,X,N,0,1,1,1,1,0,0,N,Y,NA,-69.04422690637168,-30.76391341615865
Delaware,-83.1,40.3,388,Machaeracanthus,peracutus,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Onondaga limestone,North America,X,X,X,X,N,0,1,1,1,1,0,0,N,Y,NA,-69.04422690637168,-30.76391341615865
Delaware,-83.1,40.3,405.05,Machaeracanthus,sp.,Incerti_ordinis,Machaeracanthidae,Stem,NA,NA,N,N,S - D,Gorstian,427.4,Givetian,382.7,?,Delaware limestone,Europe,North America,Asia,Africa,X,N/S,0,1,1,1,1,1,1,N,N,NA,-76.95781705119646,-35.87259785209672
Delaware County or Franklin County,-83.1,40.3,390.5,Helolepis,venustiloides,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Eifelian,387.7,N,Delaware limestone,North America,X,X,X,,N,0,1,1,0,0,0,0,Y,N,NA,-70.13783153499853,-31.2856871891744
Delaware County or Franklin County,-83.1,40.3,390.5,Helolepis,bellarugosus,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Eifelian,387.7,N,Delaware limestone,North America,X,X,X,,N,0,1,1,0,0,0,0,Y,N,NA,-70.13783153499853,-31.2856871891744
Delaware County or Franklin County,-83.1,40.3,395.15,Cheiracanthoides,comptus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Devonian,Emsian,407.6,Givetian,382.7,N,Delaware limestone,North America,Asia,X,X,,N,0,1,1,0,0,0,0,Y,N,NA,-74.43702782710756,-32.975480693091555
Delle,-112.8,40.8,400.45,Nodocosta,denisoni,Incerti_ordinis,?Climatiidae,Stem,NA,NA,N,Y,Devonian,Emsian,407.6,Emsian,393.3,N,Water Canyon,North America,X,X,X,,N,1,0,0,0,0,0,0,N,Y,NA,-93.74442117656079,-16.54409328042732
Delle,-112.8,40.8,400.45,Bryantonchus,peracutus,Diplacanthiformes,Incertae_familiae,Stem,NA,NA,N,Y,Devonian,Emsian,407.6,Emsian,393.3,N,Water Canyon,North America,X,X,X,,N,1,1,1,0,0,0,0,N,Y,NA,-93.74442117656079,-16.54409328042732
Den of Findon,-2.3,57.7,376.1,Diplacanthus,sp.,Diplacanthiformes,Diplacanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Famennian,358.9,N,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-29.124136091437737,-18.521209583503897
Den of Findon,-2.3,57.7,388,Cheiracanthus,murchisoni,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,N,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-33.952707124280316,-17.920825508251653
Den of Findon,-2.3,57.7,388,Cheiracanthus,latus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-33.952707124280316,-17.920825508251653
Den of Findon,-2.3,57.7,388,Cheiracanthus,sp.,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,N,Devonian,Eifelian,393.3,Givetian,382.7,?,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-33.952707124280316,-17.920825508251653
Den of Findon,-2.3,57.7,388,Diplacanthus,tenuistriatus,Diplacanthiformes,Diplacanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-33.952707124280316,-17.920825508251653
Den of Findon,-2.3,57.7,388,Diplacanthus,crassisimus,Diplacanthiformes,Diplacanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-33.952707124280316,-17.920825508251653
Den of Findon,-2.3,57.7,405.05,Rhadinacanthus (Diplacanthus),longispinus,Diplacanthiformes,Diplacanthidae,Stem,NA,NA,N,Y,S - D,Gorstian,427.4,Givetian,382.7,NA,Middle Old Red Sandstone,Europe,X,X,X,,N,1,0,1,0,0,0,0,N,N,NA,-41.41061873356122,-21.71078543059032
Denbighshire,-1.6,53.1,341.05,Acondylacanthus,distans,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Carboniferous Limestone,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,Y,N,0.7929405545053761,-5.813832893239711
Denée,4.7,50.3,338.8,Cratoselache,pruvosti,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Visean,346.7,Visean,330.9,N,,Europe,X,X,X,X,N,0,0,0,0,0,1,1,N,N,N,7.934156562459573,-4.660323015676145
Denée,4.7,50.3,338.8,Denaea,fournieri,Symmoriiformes,Falcatidae,Holocephali,Cladodontomorphi,Elasmobranchii,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Marbre Noir,Europe,X,X,X,X,N,0,0,0,0,0,1,1,N,N,N,7.934156562459573,-4.660323015676145
Derbyshire,-1.6,53.1,329.4,Petrodus,patelliformis,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Carboniferous Limestone,Europe,North America,X,X,X,N,0,1,0,1,1,0,0,Y,N,N,11.786099099890528,1.7315504100373158
Derbyshire,-1.6,53.1,329.4,Carcharopsis,dentatus,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,Y,11.786099099890528,1.7315504100373158
Derbyshire,-1.6,53.1,338.8,Platyxystrodus,parkeri,Chondrenchelyiformes,Chondrenchelyidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,3.1735159804148867,-3.937211275269756
Derbyshire,-1.6,53.1,338.8,Deltodus,aliformis,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Visean,346.7,Visean,330.9,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,3.1735159804148867,-3.937211275269756
Derbyshire,-1.6,53.1,338.8,Janassa,imbricata,Petalodontiformes,Janassidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Carboniferous Limestone,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,3.1735159804148867,-3.937211275269756
Derbyshire,-1.6,53.1,341.05,Copodus,variabilis,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0.7929405545053761,-5.813832893239711
Derbyshire,-1.6,53.1,341.05,Copodus,convexus,Copodontiformes,Copodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,0.7929405545053761,-5.813832893239711
Derbyshire,-1.6,53.1,345.4,Psephodus,simplex,Cochliodontiformes,Psephodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Visean,330.9,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-4.363307860624621,-10.347931902611347
Derbyshire,-1.6,53.1,345.4,Poecilodus,foveolatus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Visean,330.9,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-4.363307860624621,-10.347931902611347
Des Moines County,-91.3,40.8,352.8,Enniskillen,limitans,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Tournaisian,346.7,N,Burlington limestone,North America,X,X,X,X,N,0,0,1,1,0,0,0,N,N,Y,-53.962389139435295,-20.306883378257286
Des Moins Rapids,-93.2,41.5,338.8,Sandalodus,laevissimus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Visean,346.7,Visean,330.9,N,Keokuk Limestone,North America,X,X,X,X,N,0,1,1,1,1,1,1,N,N,Y,-37.18208232002289,-6.431242417390015
Des Moins Rapids,-93.2,41.5,338.8,Cochliodus,latus,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Visean,346.7,Visean,330.9,N,Keokuk Limestone,North America,X,X,X,X,N,0,0,0,1,1,1,1,N,N,Y,-37.18208232002289,-6.431242417390015
Des Moins Rapids,-93.2,41.5,345.4,Orodus,variocostatus,Orodontiformes,Orodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Tournaisian,358.9,Visean,330.9,N,Keokuk Limestone,North America,X,X,X,X,N,0,0,1,1,1,1,1,N,N,Y,-45.42379079127694,-13.001642662073118
Dewey Cement,-95.9,36.8,312.45,Agassizodus,sp.,Eugeneodontiformes,Helicoprionidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Moscovian ,315.2,Kasimovian,303.7,N,Oologah,North America,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,N,-28.142449624612855,-1.6598822114038796
Dinant,4.9,50.2,365.55,Lissodus,tursusae,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Devonian,Famennian,372.2,Famennian,358.9,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-16.129222074184945,-22.153153301580076
Dinant,4.9,50.2,365.55,Lissodus,brousclaudiae,Hybodontiformes,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,Devonian,Famennian,372.2,Famennian,358.9,N,,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,-16.129222074184945,-22.153153301580076
Dinas Estate,-3.4,51.9,415,Ptomacanthus,sp.,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Lower Old Red Sandstone,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,Y,NA,-46.47662652791755,-24.839759789213183
Dobrovliany outcrop,24.4,49,413.4,Altholepis,composita,Incerti ordinis,Altholepididae,Stem,NA,NA,,Y,Devonian,Lochkovian,419.2,Pragian,407.6,N,Ivan,Europe,North America,X,X,X,N,1,1,1,1,0,0,0,N,N,N,-29.16525052032899,-13.392315738077121
Dom Pedrito,55.5,30.1,266.025,?Wurdigneria,santosi,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,N,Permian,Roadian,272.95,Capitanian,259.1,N,Estrada Nova,South America,X,X,X,X,S,1,1,0,0,0,0,0,N,N,Y,55.272203591357844,-17.284511338070516
Domodedovo District,37.8,55.4,311.05,Arpagodus,rectangulus,Eugeneodontiformes,Helicoprionidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,N,Peski,Europe,X,X,X,X,N,1,1,1,1,1,0,0,N,N,Y,33.34665907938655,21.88900131680751
Donohoe,-79.3,40.4,305.35,Ctenacanthus,sp.,Ctenacanthiformes,Ctenacanthidae,Elasmobranchii,Cladodontomorphi,Elasmobranchii,,N,Carboniferous,Kasimovian,307,Kasimovian,303.7,Y,Glenshaw,North America,X,X,X,X,N,0,0,1,1,1,1,0,N,N,N,-14.496927349843459,-3.3202981425390328
Doward Cliff,-2.7,51.8,337.55,Deltodus,sp.,Cochliodontiformes,Cochliodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,Y,Carboniferous,Tournaisian,358.9,Bashkirian,315.2,Y,Carboniferous Limestone,Europe,North America,Asia,X,X,N,1,1,1,1,1,1,1,N,N,Y,4.250613565695086,-4.550103375221884
Downton Castle,-2.8,52.4,421.1,Onchus,murchisoni,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Silurian,Pridoli,423,Pridoli,419.2,N,"Temeside shales, Olive shales",Europe,X,X,X,X,N,0,1,0,0,0,0,0,N,Y,NA,-57.211490133756286,-22.910142823143634
Downton Castle,-2.8,52.4,421.1,Onchus,tenuistriatus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,Y,Silurian,Pridoli,423,Pridoli,419.2,N,"Temeside shales, Olive shales",Europe,X,X,X,X,N,1,1,0,0,0,0,0,N,Y,NA,-57.211490133756286,-22.910142823143634
Drumshoreland,-3.5,55.9,341.05,Tristychius,arcuatus,Incerti ordinis,Incertae familiae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Camps Shale,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,-1.3711979570529174,-3.715034556624427
Dry Canyon South locality,-115,39.5,400.45,Sevyacanthus,elliotti,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Devonian,Emsian,407.6,Emsian,393.3,N,Sevy Dolomite,North America,X,X,X,X,N,1,1,1,0,0,0,0,N,N,NA,-95.68989951734683,-15.53345416591729
Dry Lake,-112,41.6,400.45,Nodocosta,denisoni,Incerti_ordinis,?Climatiidae,Stem,NA,NA,N,Y,Devonian,Emsian,407.6,Emsian,393.3,N,Water Canyon,North America,X,X,X,,N,1,0,0,0,0,0,0,N,Y,NA,-92.7210594648784,-16.74648878183717
Dudley,-2.1,52.5,311.05,Lepracanthus ,colei,Incerti ordinis,Incertae familiae,?,NA,NA,,N,Carboniferous,Bashkirian,323.2,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,Y,N,16.307073937881807,5.382179109825643
Dudley,-2.1,52.5,315.1,Helodus,rankinei,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Bashkirian,323.2,Moscovian ,307,N,Coal Measures,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,Y,16.136743599440436,3.4768498611034118
Dudley,-2.1,52.5,315.1,Helodus,simplex,Helodontiformes,Helodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,Y,Carboniferous,Bashkirian,323.2,Moscovian ,307,Y,Coal Measures,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,N,16.136743599440436,3.4768498611034118
Dudley,-2.1,52.5,328.9,Gyracanthus ,formosus,Incerti_ordinis,Gyracanthidae,Stem,NA,NA,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,?,Coal Measures,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,Y,NA,11.94119793127033,1.067196175434289
Dudley,-2.1,52.5,328.9,Gyracanthus ,youngi,Incerti_ordinis,Gyracanthidae,Stem,NA,NA,N,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,Y,NA,11.94119793127033,1.067196175434289
Dudley,-2.1,52.5,329.4,Sphenacanthus,hybodoides,Incerti ordinis,Sphenacanthidae,Elasmobranchii,Euselachii,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,1,1,1,0,0,0,0,N,N,N,11.720153999070094,1.0629448838900921
Dudley,-2.1,52.5,329.4,Petalodus,sp.,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Coal Measures,Europe,North America,X,X,X,N,1,1,1,0,0,1,1,N,N,Y,11.720153999070094,1.0629448838900921
Dudley,-2.1,52.5,335.55,Sphenacanthus,sp. ,Incerti ordinis,Sphenacanthidae,Elasmobranchii,Euselachii,Elasmobranchii,N,N,D - C,Famennian,372.2,Gzhelian,298.9,Y,Coal Measures,Europe,Asia,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,N,6.18899349682519,-2.4332741808670555
Dudley,-2.1,52.5,341.05,Psammodus,sp.,Psammodontiformes,Psammodontidae,Holocephali,Euchondrocephali,Euchondrocephali,Y,N,Carboniferous,Tournaisian,358.9,Serpukhovian,323.2,N,Coal Measures,Europe,North America,Australia and Oceania,X,X,N/S,0,0,0,1,1,1,1,N,N,Y,0.7716684346244711,-6.4853477224088785
Dudley,-2.1,52.5,359.05,Gyracanthus ,sp.,Incerti_ordinis,Gyracanthidae,Stem,NA,NA,N,Y,D - C,Lochkovian,419.2,Gzhelian,298.9,?,Coal Measures,Europe,North America,South America,X,X,N/S,1,1,0,0,0,0,0,N,Y,NA,-17.708540217763087,-21.199065618185436
Dudley,55.5,30.1,329.4,Xenacanthus,laevissimus,Xenacanthiformes,Xenacanthidae,Elasmobranchii,Xenacanthimorpha,Elasmobranchii,N,Y,Carboniferous,Tournaisian,358.9,Gzhelian,298.9,N,Coal Measures,Europe,X,X,X,X,N,1,0,0,0,0,0,0,N,N,N,53.11628181425389,-34.01399703390873
Dumfries and Galloway,-4,55.1,338.8,?Tanaodus,scoticus,Petalodontiformes,Petalodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Carboniferous,Visean,346.7,Visean,330.9,N,Calciferous Sandstone,Europe,X,X,X,X,N,0,1,0,0,0,0,0,N,N,Y,1.0872246857480268,-2.6562350924945317
Duntrune Quarry,-2.9,56.5,415,Brachyacanthus,scutiger,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Lower Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-48.955647071477145,-20.836155962903607
Durham_1,-1.6,54.8,256.62,Fadenia,crenulata,Eugeneodontiformes,Caseodontidae,Holocephali,Euchondrocephali,Euchondrocephali,N,N,Permian,Wuchiapingian,259.1,Wuchiapingian,254.14,Y,Marl Slate,Europe,X,X,X,X,N,NA,NA,NA,NA,NA,NA,NA,N,N,Y,21.316447942143146,20.90467831591441
Durham_2,-94,36,327.05,Carcharopsis,wortheni ,Incerti ordinis,Incertae familiae,Stem,NA,Elasmobranchii,N,N,Carboniferous,Serpukhovian,330.9,Serpukhovian,323.2,N,Fayetteville,North America,X,X,X,X,N,0,0,0,1,1,1,0,N,N,N,-31.170491799580134,-4.341993969484386
Dvoriki-2 borehole,20.1,54.9,388,Cheiracanthus,intricatus,Acanthodiiformes,Cheiracanthidae,Stem,NA,NA,N,Y,Devonian,Eifelian,393.3,Givetian,382.7,N,Kernave,Europe,X,X,X,,N,1,1,0,0,0,0,0,N,N,NA,-22.52836239940189,-11.685102823480078
Dvoriki-2 borehole,20.1,54.9,407.55,Poracanthodes,punctatus,Ischnacanthiformes,Poracanthodidae,Stem,NA,NA,N,Y,Silurian,Gorstian,427.4,Eifelian,387.7,Y,Stoniskiai,Asia,North America,Europe,X,X,N,1,1,1,1,1,1,0,N,N,NA,-30.525851674062665,-13.27928517384145
Dvoriki-2 borehole,20.1,54.9,409.45,Nostolepis,striata,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,Y,S - D,Ludfordian,425.6,Emsian,393.3,N,Stoniskiai,Asia,Europe,X,X,X,N,0,1,1,1,0,0,0,N,N,NA,-30.697654714771502,-12.27407052126231
Dvoriki-2 borehole,20.1,54.9,415,Cheiracanthoides,nativus,Incerti_ordinis,Incertae_familiae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Stoniskiai,Europe,X,X,X,,N,0,0,0,1,0,0,0,Y,N,NA,-38.15158225329134,-12.943411189241766
Dzerzhinka village,59.2,53.8,370.8,Acondylacanthus,jaekeli,Incerti ordinis,Incertae familiae,?,NA,NA,,Y,Devonian,Frasnian,382.7,Famennian,358.9,N,,Europe,Asia,X,X,X,N,0,0,0,1,1,0,0,N,Y,N,-5.031738800569819,7.169368573219402
Dzwinogrod,24.3,49.7,415,Erriwacanthus,falcatus,Incerti_ordinis,Climatiidae,Stem,NA,NA,N,N,Devonian,Lochkovian,419.2,Lochkovian,410.8,N,Podolian Old Red Sandstone,Europe,X,X,X,,N,1,0,0,0,0,0,0,N,N,NA,-32.228755633368856,-13.553388691630845
